lat,lon
37.48853385634015,-121.93177012532978
37.48853400935313,-121.93177026029039
37.48853416250702,-121.9317703937446
37.48853431607708,-121.93177052572815
37.48853447094942,-121.93177065702415
37.48853450355731,-121.93177072168841
37.4885361258045,-121.93177246064954
37.48853628433935,-121.93177260128918
37.48853644152555,-121.93177274296242
37.4885365986723,-121.93177288205558
37.488536754006105,-121.93177302480215
37.48853794981665,-121.93177433854822
37.488538110750724,-121.93177448665094
37.48853827126639,-121.93177463807659
37.488538432458824,-121.9317747891665
37.488539233660205,-121.93177565472735
37.48853939827359,-121.9317757992494
37.48853956339368,-121.93177594227127
37.48853972902155,-121.93177608565924
37.48853989521397,-121.93177623059889
37.48854004055646,-121.9317764095861
37.48854123852191,-121.93177764091635
37.488541404831366,-121.93177778919019
37.48854157038846,-121.93177794023026
37.48854173589494,-121.93177809396977
37.48854195051929,-121.93177831721046
37.4885420901775,-121.93177837921016
37.48854226025816,-121.93177854256123
37.488542432416786,-121.93177870573388
37.48854260641672,-121.93177886934697
37.488542364686424,-121.931778395303
37.48854254353253,-121.93177855994725
37.488542722778696,-121.93177872576628
37.488542902265046,-121.93177889274932
37.488543082306194,-121.93177906037472
37.488546234238896,-121.93178248769559
37.48854641739961,-121.93178265291428
37.48854660172175,-121.93178281790324
37.48854678715546,-121.9317829832844
37.488546973505116,-121.93178314906321
37.488547191370266,-121.93178331448472
37.48855011830432,-121.93178663871991
37.48855030982842,-121.93178679917952
37.48855050251682,-121.93178695928943
37.48855069554492,-121.93178711883813
37.488550889543475,-121.93178729106558
37.48855092210143,-121.93178716554435
37.488551112192084,-121.93178732536178
37.488551301929846,-121.9317874860062
37.48855149168464,-121.93178764951271
37.48855229850457,-121.93178861329882
37.488552486652594,-121.93178878391787
37.488552675609434,-121.93178895175852
37.48855286561516,-121.93178911505147
37.488553056812165,-121.93178927490068
37.48855433093235,-121.93179072089893
37.488554524085835,-121.93179088700415
37.48855471752137,-121.93179105709618
37.488554911485004,-121.93179123005606
37.48855510639387,-121.93179140483181
37.48855607246976,-121.93179244003687
37.48855626792655,-121.93179261772413
37.48855646366197,-121.93179279737095
37.48855666037885,-121.93179297913828
37.4885568586279,-121.93179316220197
37.48855699545815,-121.93179332495932
37.488557994242896,-121.93179439861842
37.488558196374704,-121.93179457698226
37.4885583996015,-121.93179475558667
37.488558603237855,-121.93179493424417
37.48855882832437,-121.93179512848934
37.48855903254938,-121.93179531056511
37.48856059709221,-121.93179704999659
37.48856080207611,-121.93179723302299
37.4885610075069,-121.93179741753589
37.48856121387112,-121.9317976030139
37.48856142308029,-121.93179781203467
37.48856117200066,-121.93179760270557
37.48856137713812,-121.93179779064104
37.48856158323468,-121.93179797756939
37.48856179037787,-121.9317981644369
37.48856200530204,-121.93179833991765
37.48856211638146,-121.931798328252
37.48856232783158,-121.93179851273578
37.4885625408635,-121.93179869813352
37.488562771750324,-121.93179888476696
37.48856449950171,-121.93180078546061
37.48856471559805,-121.9318009747152
37.48856493300365,-121.93180116552087
37.488565151679424,-121.93180135714995
37.488565350896366,-121.93180155033095
37.48856645904219,-121.93180281089674
37.48856667983429,-121.93180300116524
37.48856690102936,-121.93180319237811
37.48856712215064,-121.93180338455234
37.48856734341053,-121.93180357760168
37.48856793740398,-121.9318042083699
37.48856815718014,-121.93180440064272
37.48856837779819,-121.93180459340437
37.4885685989877,-121.9318047866456
37.48856879572699,-121.93180501436495
37.48856859058229,-121.93180482723872
37.4885688091269,-121.93180502316659
37.48856902854967,-121.93180521748496
37.488569249609554,-121.93180541059094
37.488569461606545,-121.9318056020437
37.48857038611388,-121.9318065264249
37.48857060707436,-121.93180672001517
37.48857082811601,-121.93180691551467
37.488571046990586,-121.93180711063053
37.48857127980853,-121.93180730165113
37.488571425646256,-121.93180737419253
37.488571643190134,-121.93180757284338
37.48857186154898,-121.93180777400764
37.488572081131785,-121.93180797681434
37.48857230186411,-121.93180817987403
37.48857222099617,-121.93180789812067
37.48857243968072,-121.93180809954724
37.48857265804522,-121.93180830203858
37.48857287577994,-121.93180850647448
37.48857309318638,-121.93180871352752
37.48857347325009,-121.93180901285919
37.488573691707465,-121.93180922018885
37.48857391049393,-121.93180942987128
37.488574129606704,-121.9318096405425
37.488574381844366,-121.93180984685614
37.48857562330397,-121.93181119347526
37.48857584439271,-121.93181140388656
37.488576066933796,-121.93181161348201
37.48857629080352,-121.9318118229401
37.488576573263785,-121.93181196313492
37.488575967260466,-121.93181125056716
37.48857619341372,-121.93181144738746
37.48857641976823,-121.93181164464742
37.488576646905656,-121.93181184235426
37.48857681870624,-121.93181193402009
37.48857704686386,-121.931812131583
37.4885772766316,-121.93181232838761
37.488577507826605,-121.9318125247281
37.48857774048757,-121.9318127211303
37.488577977518766,-121.93181290989207
37.48857806630612,-121.93181281882262
37.488578303576794,-121.9318130149776
37.488578542279974,-121.9318132137706
37.488578782762254,-121.93181341530376
37.4885789937305,-121.93181364063246
37.48857952434984,-121.93181411690772
37.4885797663992,-121.93181432852494
37.48858000955131,-121.93181454089012
37.488580253796115,-121.93181475257498
37.48858049943022,-121.93181496349804
37.48858070530949,-121.93181519566637
37.48858125959844,-121.93181588700449
37.488581504985994,-121.93181610031674
37.48858175042311,-121.93181631447045
37.48858199568536,-121.9318165299142
37.48858253395422,-121.93181712106625
37.488582775816106,-121.93181733374558
37.48858301763727,-121.93181754753847
37.48858325884584,-121.93181776161032
37.48858350157607,-121.9318179771554
37.488583751994994,-121.93181814822007
37.48858399213692,-121.93181836329296
37.488584233313205,-121.9318185775505
37.488584475133585,-121.93181879140708
37.48858471692475,-121.93181900549752
37.48858497706109,-121.93181920856257
37.48858503004418,-121.93181916076385
37.48858527255838,-121.93181937512306
37.48858551619398,-121.93181959095386
37.48858576109289,-121.9318198078003
37.4885860064671,-121.93182001864156
37.488586230978555,-121.93182031318807
37.488586473047214,-121.9318205297975
37.48858671566211,-121.93182074649214
37.4885869587589,-121.93182096392108
37.488587211925896,-121.9318211689459
37.48858692007244,-121.9318208454397
37.48858716560812,-121.9318210582861
37.488587412014546,-121.93182127093804
37.488587659134346,-121.9318214838528
37.48858789234666,-121.93182170495112
37.48858826472531,-121.93182219022358
37.488588511005524,-121.93182240260016
37.48858875835596,-121.93182261439996
37.4885890066427,-121.93182282449057
37.48858923377453,-121.93182304272875
37.48858971545945,-121.93182357367685
37.48858996063338,-121.93182377955223
37.488590206686744,-121.9318239866958
37.48859045392635,-121.93182419512385
37.48859066461383,-121.9318244320903
37.48859119899259,-121.93182498791678
37.48859144409313,-121.93182519684096
37.48859168919469,-121.93182540639185
37.48859193442426,-121.9318256167879
37.48859212628832,-121.93182590100693
37.48859230703035,-121.93182604244355
37.48859255194448,-121.9318262591897
37.488592798885065,-121.93182647625879
37.48859304805256,-121.93182669364866
37.48859324525305,-121.9318269320119
37.488593220013485,-121.93182679402567
37.48859346904022,-121.93182701097182
37.48859371851279,-121.93182722908998
37.48859396841551,-121.93182744865356
37.48859419577825,-121.9318276871764
37.488594440766995,-121.93182789538523
37.48859468472598,-121.93182811128705
37.48859493001055,-121.93182832892984
37.488595174581725,-121.93182854687976
37.488595378564824,-121.93182880196485
37.488595578134294,-121.93182893342268
37.488595813933316,-121.93182914994846
37.48859604730148,-121.931829365773
37.48859627892857,-121.93182958135522
37.48859650374121,-121.93182979677404
37.48859673127144,-121.93183001473842
37.488596958010696,-121.93183023023698
37.48859718429911,-121.93183044712276
37.4885974105369,-121.93183066475612
37.4885976549077,-121.93183087667126
37.488597900714176,-121.93183114302148
37.48859812723211,-121.93183135437762
37.488598355256705,-121.93183156571209
37.48859858454475,-121.93183177791819
37.48859883354951,-121.93183195012493
37.48859914729018,-121.93183219309309
37.488599376879726,-121.93183240231428
37.488599607088645,-121.93183261342527
37.488599838525005,-121.93183282629738
37.488600095839274,-121.93183300890193
37.48860063349521,-121.9318335671921
37.488600866584946,-121.93183377956584
37.48860109979498,-121.93183399132255
37.488601332725224,-121.93183420310042
37.48860158400611,-121.93183436230831
37.48860204355913,-121.93183475351034
37.488602275976874,-121.93183496117484
37.48860250787401,-121.93183517110477
37.48860273855515,-121.93183538318995
37.488602978066176,-121.93183556890399
37.488603156834515,-121.93183573436507
37.488603380350305,-121.9318359458471
37.48860360405302,-121.931836155522
37.48860382812515,-121.93183636508313
37.48860405266966,-121.93183657648791
37.48860431837803,-121.9318367363488
37.488604904664385,-121.93183729045211
37.488605127396,-121.93183750105104
37.48860535031983,-121.93183771186575
37.48860564709829,-121.93183782578805
37.48860636147149,-121.93183853910823
37.488606590205045,-121.9318387497996
37.4886068198209,-121.93183896322067
37.48860705038191,-121.9318391789908
37.48860731973041,-121.93183928791507
37.488607518967775,-121.93183946324638
37.48860775039255,-121.93183967024375
37.488607982713546,-121.93183987919544
37.48860821580514,-121.931840090279
37.488608449455775,-121.93184030424257
37.48860872501267,-121.93184043311895
37.48860926100231,-121.93184101856902
37.48860948919365,-121.93184123079739
37.48860971587909,-121.93184144544738
37.48860999217396,-121.93184154813662
37.48861042838247,-121.93184197099971
37.48861065185995,-121.93184217916149
37.48861087596159,-121.93184238754138
37.48861109978246,-121.93184259772467
37.48861132200565,-121.93184281085354
37.488611715023275,-121.93184300060699
37.488611934917586,-121.931843201828
37.48861215553117,-121.93184340135942
37.48861237677329,-121.93184360043392
37.48861268285716,-121.93184364544399
37.48861298992406,-121.93184394910328
37.48861321286084,-121.93184414641102
37.48861343599489,-121.93184434249532
37.488613659904644,-121.93184453629135
37.488613972731464,-121.93184455091973
37.48861450851469,-121.9318450649174
37.48861474200521,-121.9318452434173
37.48861497659824,-121.93184542378594
37.488615211087314,-121.93184560623779
37.48861548911804,-121.93184567921011
37.48861595216884,-121.93184607724928
37.48861618532505,-121.93184624537187
37.48861641961761,-121.93184641131961
37.4886166557489,-121.93184657516015
37.488616898993605,-121.931846739878
37.48861749268422,-121.93184731053542
37.48861772415285,-121.93184747442197
