lat,lon
37.4884959796997,-121.93185416207814
37.48849597871424,-121.93185416004144
37.48849597636729,-121.93185415946446
37.48849597416445,-121.93185415975918
37.48849597233315,-121.93185416091396
37.48849597108476,-121.93185416265156
37.48849597249762,-121.9318541651175
37.48849597252805,-121.93185416685714
37.488495972649325,-121.93185416801236
37.48849597193998,-121.93185416847152
37.48849597014846,-121.93185416848723
37.48849597080305,-121.9318541705404
37.48849596953521,-121.93185416911378
37.48849596936433,-121.93185416752816
37.48849596973637,-121.93185416689943
37.4884959699759,-121.93185416762844
37.48849597007396,-121.93185416417177
37.48849597021626,-121.93185416570837
37.488495970682855,-121.93185416672702
37.48849597136773,-121.93185416733682
37.48849597213032,-121.93185416793565
37.48849597062641,-121.9318541711356
37.48849597156834,-121.93185417241517
37.488495972534146,-121.9318541738656
37.4884959734692,-121.9318541750989
37.488495974382914,-121.93185417570186
37.4884959685328,-121.93185417973329
37.48849596924751,-121.93185417884564
37.488495969709376,-121.9318541777824
37.4884959697777,-121.93185417699907
37.48849596939458,-121.93185417665289
37.488495967527776,-121.93185417729613
37.48849596663708,-121.93185417741005
37.488495965285196,-121.93185417787397
37.4884959627333,-121.93185417869587
37.48849595857363,-121.93185417906918
37.48849589853343,-121.9318540786485
37.4884958051058,-121.9318540082235
37.48849579715388,-121.93185400709544
37.48849578772093,-121.93185400573296
37.48849577688047,-121.93185400433505
37.48849574306267,-121.93185405443413
37.48849572988617,-121.93185405186078
37.488495715517395,-121.9318540493404
37.488495700132276,-121.9318540471127
37.48849568382041,-121.93185404537331
37.488495839295815,-121.93185395687438
37.48849582290912,-121.93185395751934
37.48849580549238,-121.93185395784955
37.48849578709595,-121.93185395773975
37.488495767670095,-121.93185395714515
37.4884958693078,-121.93185395165283
37.488495849672844,-121.93185395098281
37.488495828766496,-121.93185395000532
37.48849580655117,-121.93185394881935
37.488495782980046,-121.93185394749113
37.48849599343055,-121.93185381320684
37.48849596940351,-121.93185381176704
37.488495943955066,-121.931853809549
37.48849591717179,-121.93185380656749
37.488495889224694,-121.93185380300619
37.4884963129211,-121.9318535945295
37.48849628703771,-121.93185358496758
37.488496259451225,-121.9318535732906
37.488496229825834,-121.9318535594803
37.48849619765585,-121.93185354435643
37.48849662600246,-121.93185361400478
37.488496595495235,-121.93185359951657
37.4884965623625,-121.93185358431664
37.488496526508804,-121.93185356703924
37.48849648773581,-121.93185354637016
37.48849716675453,-121.9318534055081
37.488497128339354,-121.93185338478712
37.48849708733562,-121.9318533632198
37.488497044127755,-121.93185334113161
37.48849699865027,-121.93185331834154
37.48849777870634,-121.93185309682491
37.488497738291066,-121.93185307336415
37.48849769632677,-121.93185304905721
37.48849765278836,-121.93185302321741
37.4884976074197,-121.93185299490032
37.48849756133971,-121.93185299517
37.48849794648462,-121.93185293649472
37.48849790900877,-121.9318529128755
37.48849787036663,-121.93185288841705
37.48849783036225,-121.93185286333683
37.48849874725701,-121.93185279929173
37.48849871811903,-121.9318527781805
